0000.020|RX|UserTorque(Nm)|Velocity(rad)|Position(mm)|Position(rad)|Roller|Cell1|Cell2|TX|CmdTorque|EccOverload|EasyStart|Inertia|Friction|Vel_H|Vel_L|ViscoConc|ViscoEcc
0064.951|RX|0,39|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0064.971|RX|0,40|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0064.991|RX|0,35|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.011|RX|0,30|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.031|RX|0,27|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.051|RX|0,26|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.071|RX|0,28|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.091|RX|0,34|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.111|RX|0,43|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.131|RX|0,61|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.151|RX|0,79|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.172|RX|0,83|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.191|RX|0,75|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.211|RX|0,61|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.231|RX|0,51|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.252|RX|0,49|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.271|RX|0,54|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.291|RX|0,61|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.311|RX|0,70|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.331|RX|0,75|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.351|RX|0,79|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.371|RX|0,77|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.391|RX|0,71|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.411|RX|0,56|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.431|RX|0,41|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.451|RX|0,31|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.471|RX|0,33|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.491|RX|0,42|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.511|RX|0,48|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.531|RX|0,46|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.551|RX|0,37|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.571|RX|0,29|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.591|RX|0,27|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.611|RX|0,31|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.631|RX|0,33|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.651|RX|0,29|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.671|RX|0,23|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.691|RX|0,20|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.711|RX|0,19|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.731|RX|0,22|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.751|RX|0,28|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.771|RX|0,30|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.791|RX|0,27|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.811|RX|0,23|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.831|RX|0,22|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.851|RX|0,28|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.871|RX|0,38|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.891|RX|0,45|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.911|RX|0,43|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.931|RX|0,40|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.951|RX|0,42|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.971|RX|0,49|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0065.991|RX|0,60|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.011|RX|0,69|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.031|RX|0,73|0,00|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.051|RX|0,78|-0,01|371,34|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.071|RX|0,86|-0,01|371,35|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.091|RX|0,99|-0,01|371,37|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.111|RX|1,08|0,00|371,37|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.131|RX|1,05|0,00|371,37|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.151|RX|0,92|-0,01|371,39|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.171|RX|0,80|-0,01|371,40|4,54|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.191|RX|0,76|0,00|371,41|4,54|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.211|RX|0,77|-0,01|371,43|4,54|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.231|RX|0,78|-0,02|371,45|4,54|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.251|RX|0,76|-0,01|371,46|4,54|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.271|RX|0,72|-0,02|371,49|4,54|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.291|RX|0,70|-0,02|371,50|4,54|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.311|RX|0,72|-0,01|371,53|4,54|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.331|RX|0,76|-0,02|371,55|4,54|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.351|RX|0,80|-0,01|371,57|4,55|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.371|RX|0,75|-0,01|371,59|4,55|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.391|RX|0,66|-0,01|371,60|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.411|RX|0,60|0,00|371,61|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.431|RX|0,52|0,00|371,61|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.451|RX|0,41|0,00|371,61|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.471|RX|0,34|0,00|371,61|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.491|RX|0,35|0,00|371,61|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.511|RX|0,44|0,00|371,61|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.531|RX|0,55|0,00|371,61|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.552|RX|0,60|0,00|371,61|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.571|RX|0,59|0,00|371,61|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.591|RX|0,57|0,00|371,61|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.611|RX|0,59|-0,01|371,62|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.631|RX|0,62|-0,01|371,63|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.651|RX|0,61|-0,01|371,64|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.671|RX|0,58|0,00|371,65|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.691|RX|0,54|0,00|371,65|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.711|RX|0,50|0,00|371,65|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.731|RX|0,48|0,00|371,65|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.751|RX|0,48|0,00|371,65|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.771|RX|0,51|0,00|371,65|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.791|RX|0,51|0,00|371,65|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.811|RX|0,49|0,00|371,65|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.831|RX|0,46|0,00|371,65|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.851|RX|0,46|0,00|371,65|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.871|RX|0,52|0,00|371,65|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.891|RX|0,57|-0,01|371,66|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.911|RX|0,54|-0,01|371,67|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.931|RX|0,43|-0,01|371,69|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.951|RX|0,31|0,00|371,69|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.971|RX|0,29|0,00|371,69|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0066.991|RX|0,36|-0,01|371,69|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.011|RX|0,42|-0,01|371,71|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.031|RX|0,48|-0,01|371,72|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.051|RX|0,51|0,00|371,73|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.072|RX|0,51|0,00|371,73|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.091|RX|0,47|0,00|371,73|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.111|RX|0,41|0,00|371,73|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.131|RX|0,42|-0,01|371,73|4,55|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.151|RX|0,45|-0,01|371,75|4,55|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.171|RX|0,43|-0,01|371,76|4,55|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.191|RX|0,40|0,00|371,76|4,55|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.211|RX|0,36|0,00|371,76|4,55|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.231|RX|0,33|0,00|371,76|4,55|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.251|RX|0,36|0,00|371,76|4,55|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.271|RX|0,50|-0,01|371,77|4,55|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.291|RX|0,65|-0,02|371,79|4,55|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.311|RX|0,65|-0,02|371,81|4,55|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.331|RX|0,46|-0,03|371,85|4,55|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.351|RX|0,26|-0,03|371,90|4,55|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.371|RX|0,25|-0,04|371,96|4,55|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.392|RX|0,41|-0,04|372,02|4,55|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.411|RX|0,59|-0,03|372,09|4,55|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.431|RX|0,71|-0,03|372,15|4,55|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.451|RX|0,77|-0,03|372,20|4,55|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.471|RX|0,80|-0,03|372,24|4,55|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.491|RX|0,76|-0,02|372,28|4,55|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.511|RX|0,70|-0,02|372,31|4,55|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.531|RX|0,65|-0,02|372,33|4,55|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.551|RX|0,63|-0,02|372,36|4,55|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.571|RX|0,65|-0,02|372,38|4,56|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.591|RX|0,66|-0,02|372,41|4,56|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.611|RX|0,71|-0,02|372,44|4,56|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.631|RX|0,72|-0,02|372,47|4,56|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.651|RX|0,67|-0,03|372,50|4,56|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.671|RX|0,66|-0,03|372,54|4,56|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.691|RX|0,69|-0,03|372,57|4,56|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.711|RX|0,67|-0,02|372,60|4,56|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.731|RX|0,59|-0,02|372,64|4,56|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.751|RX|0,53|-0,02|372,67|4,56|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.771|RX|0,48|-0,03|372,71|4,56|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.791|RX|0,44|-0,03|372,76|4,56|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.811|RX|0,39|-0,04|372,81|4,56|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.831|RX|0,29|-0,04|372,88|4,56|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.851|RX|0,14|-0,06|372,96|4,56|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.871|RX|0,00|-0,06|373,06|4,56|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.891|RX|0,01|-0,07|373,17|4,56|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.911|RX|0,28|-0,07|373,29|4,57|11|0,05|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.931|RX|0,71|-0,06|373,40|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.951|RX|1,07|-0,05|373,49|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.971|RX|1,25|-0,03|373,56|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0067.991|RX|1,26|-0,02|373,61|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.011|RX|1,15|-0,02|373,64|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.031|RX|0,97|-0,01|373,65|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.051|RX|0,81|-0,01|373,66|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.071|RX|0,72|0,00|373,67|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.091|RX|0,68|0,00|373,67|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.111|RX|0,64|0,00|373,67|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.131|RX|0,60|0,00|373,67|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.151|RX|0,56|0,00|373,67|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.171|RX|0,56|0,00|373,67|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.191|RX|0,61|-0,01|373,69|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.211|RX|0,68|-0,01|373,70|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.231|RX|0,70|-0,01|373,72|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.251|RX|0,64|-0,01|373,73|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.271|RX|0,55|-0,01|373,75|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.291|RX|0,51|-0,01|373,76|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.311|RX|0,49|-0,01|373,78|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.331|RX|0,41|0,00|373,79|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.357|RX|0,31|0,00|373,79|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.371|RX|0,23|0,00|373,79|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.391|RX|0,16|0,00|373,79|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.411|RX|0,10|0,00|373,79|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.431|RX|0,07|0,00|373,79|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.451|RX|0,06|-0,01|373,80|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.471|RX|0,07|-0,01|373,81|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.491|RX|0,10|-0,01|373,83|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.511|RX|0,17|0,00|373,83|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.531|RX|0,26|0,00|373,83|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.551|RX|0,37|0,00|373,83|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.571|RX|0,42|0,00|373,83|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.591|RX|0,43|0,00|373,83|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
0068.611|RX|0,43|0,00|373,83|4,57|11|0,04|0,04|TX|0,00|0,00|4,05|0,00|0,50|200,00|-35,00|0,12|-0,00
