0000.020|RX|UserTorque(Nm)|Velocity(rad)|Position(mm)|Position(rad)|Roller|Cell1|Cell2|TX|CmdTorque|EccOverload|EasyStart|Inertia|Friction|Vel_H|Vel_L|ViscoConc|ViscoEcc
0028.551|RX|136,73|-1,14|522,62|6,39|11|0,86|0,83|TX|18,35|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0028.570|RX|129,18|-1,17|524,41|6,41|11|0,83|0,80|TX|18,35|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0028.590|RX|121,72|-1,17|526,30|6,44|11|0,80|0,76|TX|18,43|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0028.610|RX|114,87|-1,18|528,25|6,46|11|0,76|0,72|TX|18,43|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0028.630|RX|108,99|-1,19|530,16|6,49|11|0,73|0,69|TX|18,43|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0028.650|RX|102,34|-1,20|532,03|6,51|11|0,70|0,65|TX|18,43|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0028.670|RX|94,98|-1,21|533,97|6,53|11|0,67|0,62|TX|18,50|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0028.690|RX|88,41|-1,22|535,96|6,56|11|0,63|0,59|TX|18,50|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0028.715|RX|83,53|-1,23|537,91|6,58|11|0,61|0,56|TX|18,50|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0028.734|RX|78,60|-1,23|539,83|6,60|11|0,58|0,53|TX|18,50|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0028.750|RX|72,75|-1,23|541,82|6,63|11|0,55|0,50|TX|18,50|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0028.772|RX|67,63|-1,24|543,87|6,65|11|0,52|0,47|TX|18,58|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0028.790|RX|63,44|-1,24|545,85|6,68|11|0,49|0,44|TX|18,58|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0028.811|RX|58,14|-1,24|547,79|6,70|11|0,47|0,41|TX|18,58|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0028.830|RX|51,58|-1,23|549,77|6,73|11|0,45|0,38|TX|18,58|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0028.850|RX|45,86|-1,23|551,78|6,75|11|0,43|0,35|TX|18,65|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0028.871|RX|41,31|-1,23|553,74|6,77|11|0,41|0,32|TX|18,65|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0028.891|RX|36,82|-1,24|555,67|6,80|11|0,39|0,30|TX|18,65|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0028.910|RX|32,32|-1,25|557,67|6,82|11|0,37|0,28|TX|18,65|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0028.934|RX|28,96|-1,24|559,72|6,85|11|0,35|0,25|TX|18,73|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0028.950|RX|26,71|-1,27|561,74|6,87|11|0,33|0,24|TX|18,73|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0028.970|RX|24,80|-1,30|563,76|6,90|11|0,31|0,22|TX|18,73|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0028.990|RX|23,13|-1,33|565,86|6,92|11|0,30|0,21|TX|18,73|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0029.010|RX|22,63|-1,32|568,05|6,95|11|0,28|0,19|TX|18,80|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0029.030|RX|21,97|-1,34|570,18|6,97|11|0,26|0,18|TX|18,80|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0029.050|RX|20,86|-1,35|572,29|7,00|11|0,24|0,17|TX|18,80|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0029.070|RX|19,58|-1,34|574,45|7,03|11|0,22|0,17|TX|18,80|0,00|4,05|0,70|0,27|90,00|-20,00|0,00|-0,00
0029.090|RX|18,92|-1,30|576,64|7,05|11|0,21|0,16|TX|18,88|0,00|4,05|0,70|0,26|90,00|-20,00|0,00|-0,00
0029.110|RX|17,99|-1,26|578,71|7,08|11|0,19|0,15|TX|18,88|0,00|4,05|0,70|0,26|90,00|-20,00|0,00|-0,00
0029.130|RX|17,02|-1,20|580,64|7,10|11|0,18|0,14|TX|18,88|0,00|4,05|0,70|0,26|90,00|-20,00|0,00|-0,00
0029.150|RX|16,03|-1,12|582,51|7,13|11|0,17|0,14|TX|18,88|0,00|4,05|0,70|0,26|90,00|-20,00|0,00|-0,00
0029.170|RX|15,80|-1,02|584,24|7,15|11|0,16|0,13|TX|18,88|0,00|4,05|0,70|0,26|90,00|-20,00|0,00|-0,00
0029.190|RX|15,85|-0,90|585,83|7,17|11|0,15|0,13|TX|18,88|0,00|4,05|0,70|0,26|90,00|-20,00|0,00|-0,00
0029.210|RX|15,40|-0,79|587,21|7,18|11|0,14|0,12|TX|18,88|0,00|4,05|0,70|0,26|90,00|-20,00|0,00|-0,00
0029.230|RX|14,94|-0,66|588,37|7,20|11|0,13|0,12|TX|18,88|0,00|4,05|0,70|0,26|90,00|-20,00|0,00|-0,00
0029.250|RX|14,21|-0,56|589,35|7,21|11|0,12|0,11|TX|18,88|0,00|4,05|0,70|0,26|90,00|-20,00|0,00|-0,00
0029.270|RX|13,96|-0,48|590,18|7,22|11|0,12|0,11|TX|18,88|0,00|4,05|0,70|0,26|90,00|-20,00|0,00|-0,00
0029.290|RX|13,80|-0,38|590,85|7,23|11|0,11|0,11|TX|18,88|0,00|4,05|0,70|0,26|90,00|-20,00|0,00|-0,00
0029.310|RX|13,31|-0,27|591,37|7,23|11|0,11|0,10|TX|18,88|0,00|4,05|0,70|0,26|90,00|-20,00|0,00|-0,00
0029.336|RX|12,64|-0,17|591,71|7,24|11|0,11|0,10|TX|18,88|0,00|4,05|0,70|0,26|90,00|-20,00|0,00|-0,00
0029.350|RX|12,52|-0,08|591,91|7,24|11|0,11|0,10|TX|18,88|0,00|4,05|0,70|0,26|90,00|-20,00|0,00|-0,00
0029.375|RX|13,06|-0,03|591,99|7,24|11|0,11|0,10|TX|18,88|0,00|4,05|0,70|0,26|90,00|-20,00|0,00|-0,00
0029.390|RX|13,91|0,03|591,99|7,24|11|0,11|0,10|TX|18,88|0,00|4,05|0,70|0,26|90,00|-20,00|0,00|-0,00
0029.410|RX|14,28|0,06|591,92|7,24|11|0,11|0,10|TX|18,88|0,00|4,05|0,70|0,26|90,00|-20,00|0,00|-0,00
0029.430|RX|14,56|0,09|591,80|7,24|11|0,11|0,10|TX|18,88|0,00|4,05|0,70|0,26|90,00|-20,00|0,00|-0,00
0029.453|RX|15,09|0,11|591,64|7,24|11|0,11|0,10|TX|18,88|0,00|4,05|0,70|0,26|90,00|-20,00|0,00|-0,00
0029.470|RX|15,65|0,16|591,43|7,23|11|0,10|0,10|TX|18,88|0,00|4,89|0,70|0,26|20,00|-20,00|0,00|-0,00
0029.490|RX|15,83|0,19|591,14|7,23|11|0,10|0,11|TX|18,88|0,00|4,89|0,70|0,26|20,00|-20,00|0,00|-0,00
0029.510|RX|15,87|0,23|590,79|7,23|11|0,10|0,11|TX|18,88|0,00|4,89|0,70|0,26|20,00|-20,00|0,00|-0,00
0029.530|RX|15,77|0,27|590,36|7,22|11|0,10|0,11|TX|18,88|0,00|4,89|0,70|0,26|20,00|-20,00|0,00|-0,00
0029.551|RX|15,58|0,31|589,88|7,22|11|0,10|0,10|TX|18,88|0,00|4,89|0,70|0,26|20,00|-20,00|0,00|-0,00
0029.570|RX|15,53|0,33|589,37|7,21|11|0,10|0,10|TX|18,88|0,00|4,89|0,70|0,26|20,00|-20,00|0,00|-0,00
0029.590|RX|15,47|0,35|588,83|7,20|11|0,10|0,10|TX|18,88|0,00|4,89|0,70|0,26|20,00|-20,00|0,00|-0,00
0029.610|RX|15,46|0,39|588,24|7,20|11|0,10|0,10|TX|18,88|0,00|4,89|0,70|0,26|20,00|-20,00|0,00|-0,00
0029.630|RX|15,41|0,42|587,60|7,19|11|0,10|0,10|TX|18,88|0,00|4,89|0,70|0,26|20,00|-20,00|0,00|-0,00
0029.650|RX|15,43|0,48|586,89|7,18|11|0,10|0,10|TX|18,88|0,00|4,89|0,70|0,26|20,00|-20,00|0,00|-0,00
0029.670|RX|15,37|0,55|586,07|7,17|11|0,10|0,10|TX|18,88|0,00|4,89|0,70|0,26|20,00|-20,00|0,00|-0,00
0029.690|RX|15,38|0,59|585,15|7,16|11|0,10|0,10|TX|18,88|0,00|4,89|0,70|0,26|20,00|-20,00|0,00|-0,00
0029.710|RX|15,39|0,64|584,14|7,15|11|0,10|0,10|TX|18,88|0,00|4,89|0,70|0,26|20,00|-20,00|0,00|-0,00
0029.730|RX|15,03|0,68|583,03|7,13|11|0,10|0,10|TX|18,88|0,00|4,89|0,70|0,26|20,00|-20,00|0,00|-0,00
0029.750|RX|14,75|0,72|581,90|7,12|11|0,10|0,10|TX|18,88|0,00|4,89|0,70|0,26|20,00|-20,00|0,00|-0,00
0029.770|RX|14,87|0,76|580,70|7,10|11|0,10|0,10|TX|18,88|0,00|4,89|0,70|0,26|20,00|-20,00|0,00|-0,00
0029.790|RX|15,16|0,80|579,47|7,09|11|0,10|0,10|TX|18,88|0,00|4,89|0,70|0,26|20,00|-20,00|0,00|-0,00
0029.810|RX|15,77|0,84|578,15|7,07|11|0,10|0,10|TX|18,88|0,00|4,89|0,70|0,26|20,00|-20,00|0,00|-0,00
0029.831|RX|16,02|0,89|576,75|7,06|11|0,10|0,10|TX|18,88|0,00|4,89|0,70|0,26|20,00|-20,00|0,00|-0,00
0029.850|RX|15,49|0,92|575,23|7,04|11|0,10|0,10|TX|18,88|0,00|4,89|0,70|0,26|20,00|-20,00|0,00|-0,00
0029.870|RX|15,31|0,98|573,69|7,02|11|0,10|0,10|TX|18,88|0,00|4,89|0,70|0,26|20,00|-20,00|0,00|-0,00
0029.890|RX|15,41|1,02|572,09|7,00|11|0,10|0,10|TX|18,88|0,00|4,89|0,70|0,26|20,00|-20,00|0,00|-0,00
0029.911|RX|15,92|1,08|570,41|6,98|11|0,10|0,09|TX|18,80|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0029.930|RX|15,72|1,13|568,61|6,96|11|0,10|0,09|TX|18,80|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0029.950|RX|15,32|1,17|566,72|6,93|11|0,10|0,09|TX|18,80|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0029.970|RX|15,30|1,20|564,80|6,91|11|0,10|0,09|TX|18,80|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0029.990|RX|15,66|1,27|562,84|6,88|11|0,10|0,09|TX|18,73|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.010|RX|15,16|1,31|560,75|6,86|11|0,10|0,09|TX|18,73|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.030|RX|14,65|1,34|558,58|6,83|11|0,10|0,09|TX|18,73|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.050|RX|14,29|1,36|556,41|6,81|11|0,10|0,09|TX|18,73|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.070|RX|13,98|1,42|554,24|6,78|11|0,10|0,09|TX|18,65|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.090|RX|12,90|1,39|551,99|6,75|11|0,10|0,09|TX|18,65|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.110|RX|13,01|1,33|549,77|6,72|11|0,10|0,09|TX|18,65|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.131|RX|12,92|1,33|547,64|6,70|11|0,10|0,09|TX|18,65|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.151|RX|11,59|1,35|545,53|6,67|11|0,10|0,09|TX|18,58|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.170|RX|10,34|1,34|543,37|6,65|11|0,09|0,09|TX|18,58|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.190|RX|9,50|1,33|541,21|6,62|11|0,09|0,09|TX|18,58|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.210|RX|9,36|1,29|539,07|6,59|11|0,09|0,09|TX|18,58|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.230|RX|8,26|1,26|537,00|6,57|11|0,09|0,09|TX|18,50|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.252|RX|7,47|1,23|535,06|6,55|11|0,09|0,09|TX|18,50|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.271|RX|7,67|1,19|533,13|6,52|11|0,09|0,08|TX|18,50|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.290|RX|8,24|1,14|531,24|6,50|11|0,09|0,08|TX|18,50|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.310|RX|9,01|1,11|529,41|6,48|11|0,08|0,08|TX|18,43|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.330|RX|9,03|1,08|527,65|6,45|11|0,08|0,08|TX|18,43|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.350|RX|9,20|1,06|525,99|6,43|11|0,08|0,08|TX|18,43|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.370|RX|9,82|1,05|524,31|6,41|11|0,08|0,08|TX|18,43|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.390|RX|10,50|1,02|522,65|6,39|11|0,08|0,08|TX|18,43|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.410|RX|11,02|1,00|520,97|6,37|11|0,08|0,08|TX|18,35|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.430|RX|10,60|1,00|519,36|6,35|11|0,08|0,08|TX|18,35|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.452|RX|10,19|1,00|517,76|6,33|11|0,08|0,08|TX|18,35|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.471|RX|10,19|1,02|516,18|6,31|11|0,08|0,08|TX|18,35|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.494|RX|9,87|1,02|514,55|6,29|11|0,08|0,07|TX|18,35|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.510|RX|9,03|1,00|512,91|6,27|11|0,08|0,07|TX|18,28|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.530|RX|7,77|0,98|511,27|6,25|11|0,08|0,07|TX|18,28|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.550|RX|6,88|0,97|509,70|6,23|11|0,08|0,07|TX|18,28|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.570|RX|6,76|0,95|508,19|6,22|11|0,08|0,07|TX|18,28|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.590|RX|7,20|0,93|506,71|6,20|11|0,08|0,07|TX|18,28|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.611|RX|8,12|0,91|505,24|6,18|11|0,08|0,07|TX|18,20|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.630|RX|8,23|0,89|503,78|6,16|11|0,08|0,07|TX|18,20|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.650|RX|8,22|0,87|502,32|6,14|11|0,07|0,07|TX|18,20|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.670|RX|8,33|0,85|500,94|6,13|11|0,07|0,07|TX|18,20|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.690|RX|8,34|0,84|499,58|6,11|11|0,07|0,07|TX|18,20|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.710|RX|8,41|0,85|498,25|6,09|11|0,07|0,07|TX|18,20|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.730|RX|8,29|0,85|496,90|6,08|11|0,07|0,07|TX|18,12|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.750|RX|7,55|0,83|495,55|6,06|11|0,07|0,07|TX|18,12|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.770|RX|6,82|0,82|494,19|6,05|11|0,07|0,07|TX|18,12|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.791|RX|6,47|0,80|492,86|6,03|11|0,07|0,06|TX|18,12|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.810|RX|6,32|0,78|491,59|6,01|11|0,07|0,06|TX|18,12|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.830|RX|6,30|0,77|490,33|6,00|11|0,07|0,06|TX|18,12|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.850|RX|6,78|0,77|489,13|5,98|11|0,07|0,06|TX|18,12|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.870|RX|6,84|0,76|487,90|5,97|11|0,07|0,06|TX|18,05|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.890|RX|6,29|0,75|486,69|5,95|11|0,07|0,06|TX|18,05|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.911|RX|6,04|0,74|485,49|5,94|11|0,07|0,06|TX|18,05|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.931|RX|5,81|0,72|484,28|5,92|11|0,07|0,06|TX|18,05|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.950|RX|5,68|0,71|483,12|5,91|11|0,07|0,06|TX|18,05|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.970|RX|5,75|0,69|481,98|5,90|11|0,07|0,06|TX|18,05|0,00|4,89|0,70|0,27|20,00|-20,00|0,00|-0,00
0030.990|RX|6,37|0,69|480,88|5,88|11|0,07|0,06|TX|17,97|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.010|RX|6,69|0,68|479,81|5,87|11|0,07|0,06|TX|17,97|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.030|RX|6,59|0,68|478,74|5,86|11|0,07|0,06|TX|17,97|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.050|RX|6,15|0,67|477,65|5,84|11|0,07|0,06|TX|17,97|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.070|RX|6,09|0,67|476,59|5,83|11|0,06|0,06|TX|17,97|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.093|RX|6,11|0,65|475,51|5,82|11|0,06|0,06|TX|17,97|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.110|RX|6,02|0,63|474,45|5,80|11|0,06|0,06|TX|17,97|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.131|RX|6,38|0,62|473,45|5,79|11|0,06|0,06|TX|17,97|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.150|RX|6,68|0,61|472,44|5,78|11|0,06|0,06|TX|17,90|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.171|RX|6,87|0,61|471,46|5,77|11|0,06|0,06|TX|17,90|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.191|RX|6,26|0,62|470,51|5,76|11|0,06|0,06|TX|17,90|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.210|RX|5,84|0,61|469,54|5,74|11|0,06|0,06|TX|17,90|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.230|RX|5,37|0,60|468,57|5,73|11|0,06|0,06|TX|17,90|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.250|RX|5,30|0,59|467,63|5,72|11|0,06|0,05|TX|17,90|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.270|RX|5,24|0,57|466,67|5,71|11|0,06|0,05|TX|17,90|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.290|RX|5,33|0,56|465,73|5,70|11|0,06|0,05|TX|17,90|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.310|RX|5,67|0,54|464,84|5,69|11|0,06|0,05|TX|17,90|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.330|RX|6,02|0,54|463,97|5,68|11|0,06|0,05|TX|17,82|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.350|RX|6,13|0,53|463,10|5,66|11|0,06|0,05|TX|17,82|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.370|RX|5,80|0,53|462,25|5,65|11|0,06|0,05|TX|17,82|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.390|RX|5,51|0,53|461,43|5,64|11|0,06|0,05|TX|17,82|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.410|RX|5,21|0,53|460,60|5,63|11|0,06|0,05|TX|17,82|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.431|RX|4,99|0,52|459,76|5,62|11|0,06|0,05|TX|17,82|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.450|RX|4,72|0,52|458,93|5,61|11|0,06|0,05|TX|17,82|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.473|RX|4,41|0,51|458,11|5,60|11|0,06|0,05|TX|17,82|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.492|RX|4,40|0,49|457,28|5,59|11|0,06|0,05|TX|17,82|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.510|RX|4,74|0,48|456,48|5,58|11|0,06|0,05|TX|17,82|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.530|RX|5,41|0,46|455,71|5,57|11|0,06|0,05|TX|17,75|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.550|RX|5,95|0,46|454,97|5,57|11|0,06|0,05|TX|17,75|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.570|RX|6,12|0,46|454,23|5,56|11|0,06|0,05|TX|17,75|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.590|RX|5,98|0,45|453,51|5,55|11|0,06|0,05|TX|17,75|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.610|RX|5,69|0,45|452,80|5,54|11|0,06|0,05|TX|17,75|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.630|RX|5,46|0,45|452,10|5,53|11|0,06|0,05|TX|17,75|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.650|RX|5,32|0,45|451,40|5,52|11|0,06|0,05|TX|17,75|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.670|RX|5,27|0,44|450,68|5,51|11|0,06|0,06|TX|17,75|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.690|RX|5,27|0,43|449,99|5,50|11|0,06|0,06|TX|17,75|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.710|RX|5,36|0,42|449,31|5,50|11|0,06|0,06|TX|17,75|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.736|RX|5,74|0,41|448,63|5,49|11|0,06|0,06|TX|17,75|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.750|RX|5,90|0,40|447,95|5,48|11|0,06|0,05|TX|17,67|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.770|RX|6,14|0,40|447,28|5,47|11|0,06|0,05|TX|17,67|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.790|RX|6,19|0,39|446,64|5,46|11|0,06|0,05|TX|17,67|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.811|RX|6,12|0,38|446,02|5,46|11|0,06|0,06|TX|17,67|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.830|RX|6,18|0,38|445,40|5,45|11|0,06|0,06|TX|17,67|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.850|RX|5,94|0,38|444,79|5,44|11|0,06|0,05|TX|17,67|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.871|RX|5,83|0,38|444,19|5,43|11|0,06|0,05|TX|17,67|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.890|RX|5,55|0,37|443,60|5,43|11|0,06|0,05|TX|17,67|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.910|RX|5,61|0,37|443,02|5,42|11|0,06|0,06|TX|17,67|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.930|RX|5,50|0,38|442,44|5,41|11|0,06|0,06|TX|17,67|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.950|RX|5,71|0,36|441,85|5,40|11|0,06|0,06|TX|17,67|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.970|RX|6,07|0,35|441,28|5,40|11|0,06|0,06|TX|17,67|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0031.990|RX|6,59|0,34|440,73|5,39|11|0,06|0,06|TX|17,67|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0032.010|RX|6,96|0,34|440,19|5,38|11|0,06|0,06|TX|17,67|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0032.030|RX|7,45|0,34|439,64|5,38|11|0,06|0,06|TX|17,67|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0032.050|RX|7,30|0,34|439,09|5,37|11|0,06|0,06|TX|17,60|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0032.071|RX|7,15|0,32|438,53|5,36|11|0,06|0,06|TX|17,60|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0032.090|RX|6,95|0,32|437,99|5,36|11|0,06|0,06|TX|17,60|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0032.110|RX|6,95|0,31|437,48|5,35|11|0,06|0,06|TX|17,60|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0032.131|RX|6,89|0,31|436,98|5,35|11|0,06|0,06|TX|17,60|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0032.150|RX|6,71|0,31|436,48|5,34|11|0,06|0,06|TX|17,60|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0032.170|RX|6,53|0,31|435,99|5,33|11|0,06|0,06|TX|17,60|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0032.191|RX|6,26|0,30|435,50|5,33|11|0,06|0,06|TX|17,60|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
0032.210|RX|6,25|0,30|435,01|5,32|11|0,06|0,06|TX|17,60|0,00|4,89|0,70|0,28|20,00|-20,00|0,00|-0,00
